ID	model_path	model_texture	model_parts	model_priority
female_sydt000_arm_100d	characters/female/models/female_sydt000_arm.model	characters/female/textures/female_sydt000_arm_100d.dds	6	
female_sydt000_arm_200d	characters/female/models/female_sydt000_arm.model	characters/female/textures/female_sydt000_arm_200d.dds	6	
female_sydt000_arm_300d	characters/female/models/female_sydt000_arm.model	characters/female/textures/female_sydt000_arm_300d.dds	6	
female_sydt000_body_000d	characters/female/models/female_sydt000_body.model	characters/female/textures/female_sydt000_body_000d.dds	5	
female_sydt000_body_100d	characters/female/models/female_sydt000_body.model	characters/female/textures/female_sydt000_body_100d.dds	5	
female_sydt000_body_200d	characters/female/models/female_sydt000_body.model	characters/female/textures/female_sydt000_body_200d.dds	5	
female_sydt000_body_300d	characters/female/models/female_sydt000_body.model	characters/female/textures/female_sydt000_body_300d.dds	5	
female_sydt000_head_000d	characters/female/models/female_sydt000_head.model	characters/female/textures/female_sydt000_head_000d.dds	3	
female_sydt000_head_100d	characters/female/models/female_sydt000_head.model	characters/female/textures/female_sydt000_head_100d.dds	3	
female_sydt000_head_200d	characters/female/models/female_sydt000_head.model	characters/female/textures/female_sydt000_head_200d.dds	3	
female_sydt000_head_300d	characters/female/models/female_sydt000_head.model	characters/female/textures/female_sydt000_head_000d.dds	3	
female_sydt000_leg_000d	characters/female/models/female_sydt000_leg.model	characters/female/textures/female_sydt000_leg_000d.dds	7	
female_sydt000_leg_100d	characters/female/models/female_sydt000_leg.model	characters/female/textures/female_sydt000_leg_100d.dds	7	
female_sydt000_leg_200d	characters/female/models/female_sydt000_leg.model	characters/female/textures/female_sydt000_leg_200d.dds	7	
female_sydt000_leg_300d	characters/female/models/female_sydt000_leg.model	characters/female/textures/female_sydt000_leg_300d.dds	7	
female_tg000_arm	characters/female/models/female_tg000_arm.model		6	
female_tg000_body	characters/female/models/female_tg000_body.model		5	
female_tg000_head	characters/female/models/female_tg000_head.model		3	
female_tg000_leg	characters/female/models/female_tg000_leg.model		7	
female_tg601_arm	characters/female/models/female_tg601_arm.model		6	
female_tg601_body	characters/female/models/female_tg601_body.model		5	
female_tg601_head	characters/female/models/female_tg601_head.model		3	
female_tg601_leg	characters/female/models/female_tg601_leg.model		7	
female_tg602_arm	characters/female/models/female_tg602_arm.model		6	
female_tg602_body	characters/female/models/female_tg602_body.model		5	
female_tg602_head	characters/female/models/female_tg602_head.model		3	
female_tg602_leg	characters/female/models/female_tg602_leg.model		7	
female_tj000_arm_000d	characters/female/models/female_tj000_arm.model	characters/female/textures/female_tj000_arm_000d.dds	6	
female_tj000_arm_100d	characters/female/models/female_tj000_arm.model	characters/female/textures/female_tj000_arm_100d.dds	6	
female_tj000_body_000d	characters/female/models/female_tj000_body.model	characters/female/textures/female_tj000_body_000d.dds	5	
female_tj000_body_100d	characters/female/models/female_tj000_body.model	characters/female/textures/female_tj000_body_100d.dds	5	
female_tj000_head_000d	characters/female/models/female_tj000_head.model	characters/female/textures/female_tj000_head_000d.dds	3	
female_tj000_head_100d	characters/female/models/female_tj000a_head.model		3	
female_tj000_leg_000d	characters/female/models/female_tj000_leg.model	characters/female/textures/female_tj000_leg_000d.dds	7	
female_tj000_leg_100d	characters/female/models/female_tj000_leg.model	characters/female/textures/female_tj000_leg_100d.dds	7	
female_txj000_arm_000d	characters/female/models/female_txj000_arm.model	characters/female/textures/female_txj000_arm_000d.dds	6	
female_txj000_arm_100d	characters/female/models/female_txj000_arm.model	characters/female/textures/female_txj000_arm_100d.dds	6	
female_txj000_arm_200d	characters/female/models/female_txj000_arm.model	characters/female/textures/female_txj000_arm_200d.dds	6	
female_txj000_arm_300d	characters/female/models/female_txj000_arm.model	characters/female/textures/female_txj000_arm_300d.dds	6	
female_txj000_body_000d	characters/female/models/female_txj000_body.model	characters/female/textures/female_txj000_body_000d.dds	5	
female_txj000_body_100d	characters/female/models/female_txj000_body.model	characters/female/textures/female_txj000_body_100d.dds	5	
female_txj000_body_200d	characters/female/models/female_txj000_body.model	characters/female/textures/female_txj000_body_200d.dds	5	
female_txj000_body_300d	characters/female/models/female_txj000_body.model	characters/female/textures/female_txj000_body_300d.dds	5	
female_txj000_head_000d	characters/female/models/female_txj000_head.model	characters/female/textures/female_txj000_head_000d.dds	3	
female_txj000_head_100d	characters/female/models/female_txj000_head.model	characters/female/textures/female_txj000_head_100d.dds	3	
female_txj000_head_200d	characters/female/models/female_txj000_head.model	characters/female/textures/female_txj000_head_200d.dds	3	
female_txj000_head_300d	characters/female/models/female_txj000_head.model	characters/female/textures/female_txj000_head_300d.dds	3	
female_txj000_leg_000d	characters/female/models/female_txj000_leg.model	characters/female/textures/female_txj000_leg_000d.dds	7	
female_txj000_leg_100d	characters/female/models/female_txj000_leg.model	characters/female/textures/female_txj000_leg_100d.dds	7	
female_txj000_leg_200d	characters/female/models/female_txj000_leg.model	characters/female/textures/female_txj000_leg_200d.dds	7	
female_txj000_leg_300d	characters/female/models/female_txj000_leg.model	characters/female/textures/female_txj000_leg_300d.dds	7	
female_yj000_arm	characters/female/models/female_yj000_arm.model		6	
female_yj000_body	characters/female/models/female_yj000_body.model		5	
female_yj000_head	characters/female/models/female_yj000_head.model		3	
female_yj000_leg	characters/female/models/female_yj000_leg.model		7	
female_yj601_arm	characters/female/models/female_yj601_arm.model		6	
female_yj601_body	characters/female/models/female_yj601_body.model		5	
female_yj601_head	characters/female/models/female_yj601_head.model		3	
female_yj601_leg	characters/female/models/female_yj601_leg.model		7	
female_yj602_arm	characters/female/models/female_yj602_arm.model		6	
female_yj602_body	characters/female/models/female_yj602_body.model		5	
female_yj602_head	characters/female/models/female_yj602_head.model		3	
female_yj602_leg	characters/female/models/female_yj602_leg.model		7	
female_zf000_arm	characters/female/models/female_zf000_arm.model		6	
female_zf000_body	characters/female/models/female_zf000_body.model		5	
female_zf000_head	characters/female/models/female_zf000_head.model		3	
female_zf000_leg	characters/female/models/female_zf000_leg.model		7	
female_zf601_arm	characters/female/models/female_zf601_arm.model		6	
female_zf601_body	characters/female/models/female_zf601_body.model		5	
female_zf601_head			3	
female_zf601_leg	characters/female/models/female_zf601_leg.model		7	
female_zf602_arm	characters/female/models/female_zf602_arm.model		6	
female_zf602_body	characters/female/models/female_zf602_body.model		5	
female_zf602_head			3	
female_zf602_leg	characters/female/models/female_zf602_leg.model		7	
female_zy000_arm	characters/female/models/female_zy000_arm.model		6	
female_zy000_body	characters/female/models/female_zy000_body.model		5	
female_zy000_head	characters/female/models/female_zy000_head.model		3	
female_zy000_leg	characters/female/models/female_zy000_leg.model		7	
female_zy601_arm	characters/female/models/female_zy601_arm.model		6	
female_zy601_body	characters/female/models/female_zy601_body.model		5	
female_zy601_head			3	
female_zy601_leg	characters/female/models/female_zy601_leg.model		7	
female_zy602_arm	characters/female/models/female_zy602_arm.model		6	
female_zy602_body	characters/female/models/female_zy602_body.model		5	
female_zy602_head	characters/female/models/female_zy602_head.model		3	
female_zy602_leg	characters/female/models/female_zy602_leg.model		7	
male_djl000_arm_100d	characters/male/models/male_djl000_arm.model	characters/male/textures/male_djl000_arm_100d.dds	6	
male_djl000_body_100d	characters/male/models/male_djl000_body.model	characters/male/textures/male_djl000_body_100d.dds	5	
male_djl000_head_100d	characters/male/models/male_djl000_head.model		3	
male_djl000_leg_100d	characters/male/models/male_djl000_leg.model	characters/male/textures/male_djl000_leg_100d.dds	7	
male_eye000_002				
male_eye000_003				
male_face				
male_baseface001				
male_face_default				
male_face001				
male_face002				
male_face003				
male_face004				
male_gourdhead	models/pendant/gzw/fb000.model		2	10
male_gourdwaist	models/pendant/gzw/fb000.model		11	10
male_gzw051	models/pendant/gzw/gzw051.model		2	9
male_hair	characters/male/models/male_jh000_head.model			
male_hair_default	characters/male/models/male_jh000_head.model			
male_head000	characters/male/models/male_jh000_head.model			
male_head001	characters/male/models/male_head001.model			
male_head002	characters/male/models/male_head002.model			
male_head003	characters/male/models/male_head003.model			
male_head004	characters/male/models/male_head004.model			
male_head005	characters/male/models/male_head005.model			
male_head006	characters/male/models/male_head006.model			
male_head007	characters/male/models/male_head007.model			
male_head009	characters/male/models/male_head009.model			
male_head010	characters/male/models/male_head010.model			
male_head050	characters/male/models/male_head050.model			
male_jh000_arm	characters/male/models/male_jh000_arm.model			
male_jh000_arm_000d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_000d.dds	6	
male_jh000_arm_001d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_001d.dds	6	
male_jh000_arm_002d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_002d.dds	6	
male_jh000_arm_200d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_200d.dds	6	
male_jh000_arm_201d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_201d.dds	6	
male_jh000_arm_202d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_202d.dds	6	
male_jh000_body	characters/male/models/male_jh000_body.model			
male_jh000_body_000d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_000d.dds	5	
male_jh000_body_001d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_001d.dds	5	
male_jh000_body_002d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_002d.dds	5	
male_jh000_body_200d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_200d.dds	5	
male_jh000_body_201d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_201d.dds	5	
male_jh000_body_202d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_202d.dds	5	
male_jh000_head	characters/male/models/male_jh000_head.model			
male_jh000_head_000d	characters/male/models/male_jh000_head.model	characters/male/textures/male_jh000_head_000d.dds	3	
male_jh000_head_001d	characters/male/models/male_jh000_head.model	characters/male/textures/male_jh000_head_001d.dds	3	
