ID	model_path	model_texture	local_scale	weapon_type	model_parts	model_priority
dun311a_002	models/pendant/weapon/dun311a.model	models/pendant/weapon/Textures/dun311a_002d.dds		dun		
ds213a_000_l1				ds		
ds213a_001_l1				ds		
ds213a_002_l1				ds		
ds213a_000_l2				ds		
ds213a_001_l2				ds		
ds213a_002_l2				ds		
ds213a_000_l1_ds01				ds01		
ds213a_001_l1_ds01				ds01		
ds213a_002_l1_ds01				ds01		
ds213a_000_l2_ds01				ds01		
ds213a_001_l2_ds01				ds01		
ds213a_002_l2_ds01				ds01		
ds213a_000_l1_ds02				ds02		
ds213a_001_l1_ds02				ds02		
ds213a_002_l1_ds02				ds02		
ds213a_000_l2_ds02				ds02		
ds213a_001_l2_ds02				ds02		
ds213a_002_l2_ds02				ds02		
hh202a_000				fq		
hh202a_000_fb01				fb01		
hh203a_000_l1				fq		
hh203a_001_l1				fq		
hh203a_002_l1				fq		
hh203a_b_000_l1				fq		
hh203a_b_001_l1				fq		
hh203a_b_002_l1				fq		
hh203a_000_l1_fb01				fb01		
hh203a_001_l1_fb01				fb01		
hh203a_002_l1_fb01				fb01		
hh203a_b_000_l1_fb01				fb01		
hh203a_b_001_l1_fb01				fb01		
hh203a_b_002_l1_fb01				fb01		
hh003a_000_lyq				fb01		
hh201a_000				fb01		
sz321a_000				sz		
ds210a_002				ds		
ld302a_000_b010_rider_cb			0.5	cb		
ds210a_002_ds02				ds02		
sz381a_yfx				sz		
ds213a_000_l1_sj	models/pendant/weapon/ds213a_a.model			sj		
hh303a_000_l1			0.7	fq		
ds212a_ds01			1.2	ds01		
fz002a_003d				fz		
ss204a_005_l2_big				ds		
ds039a_000_ds	models/pendant/weapon/ds039a.model	models/pendant/weapon/Textures/ds039a_000d.dds		ds		
fz009_yzx				fz		
sz318a_001_yhy				sz		
ss304_001_ghost				ss		
ss038a_003_ghost				ss		
ss304_001_ghost_boss				ss		
ss038a_003_ghost_boss				ss		
ds213a_002_ghost				ds01		
ds038a_000_ghost				ds01		
ds038a_000_ghost_boss				ds01		
ds213a_002_ghost_boss				ds01		
ss039a_002_ghost				ss		
ss039a_002_ghost_boss				ss		
ds020a_cjw				ds		
