literal	text	channels	visible	ignore_setting	voice_male	voice_female	desc
ERR_SEASONTICKET_CONDITION_NOT_ENOUGH	不满足此奖励的领取条件						
ERR_SEASONTICKET_NOT_IN_PROGRESS	不在领取时间范围						
ERR_SEASONTICKET_ALREADY_ACTIVATED	您已激活本期节令卡，无法重复激活						
ERR_EXPLORER_ITEM_REPEAT	无法重复获得此探险道具						
ERR_EXPLORER_NO_SUCH_ITEM	无法找到此探险道具						
ERR_CHOICE_CHANGE	技能施放过程中不可切换星蕴特技						
@@@@@@@ERR_MIGRATE@@@@@@@							
ERR_MIGRATE_TIMECARD	正在拍卖光阴梭，无法转服						
ERR_MIGRATE_AUCTIONSELL	拍卖行有上架物品，无法转服						
ERR_MIGRATE_AUCTIONBUY	拍卖行有竞拍物品，无法转服						
ERR_MIGRATE_GUILD	当前有盟会，无法转服						
ERR_MIGRATE_MONEY	携带金钱超过1000金，无法转服						
ERR_MIGRATE_MAIL	邮件中有未读邮件或含物品、金钱的邮件，无法转服						
ERR_MIGRATE_SCENE	所在场景不是步云洲，无法转服						
ERR_MIGRATE_ITEM	携带有无法转服的物品，无法转服						
ERR_SEASONTICKET_WRONG_ID	这不是本期节令卡，无法进行激活						
@@@@@@@ERR_BASTION@@@@@@@							
ERR_BASTION_REGION_NOT_UNLOCKED	该区域的福地尚未解锁						
ERR_BASTION_PRODUCTION_NOT_UNLOCKED	该福地的当前生产设施尚未解锁						
ERR_BASTION_PRODUCTION_WITHOUT_SEED	当前生产设施未设置种子						
ERR_BASTION_PRODUCTION_NO_NPC	不存在当前协助使						
ERR_BASTION_PRODUCTION_NO_HARVEST	当前生产设施暂时没有产物可以收获						
ERR_BASTION_PRODUCTION_NO_REGIONID	请到指定区域内收获						
ERR_BASTION_PRODUCTION_NO_PRODUCTION_TYPE	不存在当前生产设施						
ERR_BASTION_PRODUCTION_FAULT_CAPACITY	当前资源已满						
ERR_BASTION_PRODUCTION_NOT_SEED	无法获取当前作物信息						
ERR_BASTION_PRODUCTION_NOT_EXIST_SEED	不存在当前作物						
ERR_BASTION_PRODUCTION_NOT_CURRENT_STORAGE	临时仓库储量错误						
ERR_BASTION_OBJECT_NOT_EXIST	该福地相关物品不存在						
ERR_BASTION_NOT_IN_SELF	不在自己的福地中						
ERR_BASTION_NOT_IN_TARGET_REGION	不在对应的福地中						
ERR_BASTION_HOME_REGION_LIMIT	需要在自己的仙府或者福地中使用						
ERR_BASTION_SAME_BASE_ISLAND	选择了重复的遗剑仙乡建造区						
ERR_BASTION_TAKEN_BASE_ISLAND	目标遗剑仙乡建造区已被选取						
ERR_BASTION_NOT_LINKED_RELATION	不存在或是已解除仙邻关系						
ERR_BASTION_NOT_LINKED_RELATION_SELF	不存在或是已解除与对方的仙邻关系						
ERR_BASTION_UNKNOWN_NEIGHBOR_MASTER	不存在的账号信息						
ERR_BASTION_UNKNOWN_DECORATION	错误的福地区域信息						
ERR_BASTION_ALREADY_NEIGHBOUR	已经是仙邻关系						
ERR_BASTION_NOT_OWN	尚未拥有仙府福地						
ERR_BASTION_NEIGHBOR_MINE	不能邀请自己						
ERR_BASTION_ITEM_PART_FULL_LEVEL	当前建筑已满级且该部件已解锁						
ERR_BASTION_ITEM_PART_UNLOCKED	当前建筑不可升级且该部件已解锁						
ERR_BASTION_PLANT_NOT_SUIT	当前种子选择与生产建筑不匹配						
ERR_BASTION_PLANT_NOT_SUIT_REGION	当前种子选择与当前区域不匹配						
ERR_HOME_COMMON_OBJECT_UNDERFLOW	物品数量不足						
ERR_HOME_COMMON_OBJECT_OVERFLOW	物品超出上限						
ERR_HOME_COMMON_OBJECT_INSUFFICIENT	物品少于已装饰数量						
ERR_POLICE_LOGIN_ERROR_XIAOE	由于帐号小额付费未缴款，系统已对您进行封禁处理，{1}后解除						
ERR_HOME_NOT_START	仙府尚未开放						
ERR_BASTION_PRODUCTION_NOT_UPGRADE	尚未达到升级条件						
